street,zip,state,city,beds,baths,sq__ft,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
7842 LAHONTAN CT,95829,CA,SACRAMENTO,4,3,2372,2008-05-21T00:00:00Z,273750.0,38.472976,-121.318633,273750.0,273750.0,0.3081827229096541,0.2947818684211809,0.4074201305393336,1.2362444629135725,2,7,0.0,0.0,1.0,0.0
6850 21ST ST,95822,CA,SACRAMENTO,3,2,1446,2008-05-21T00:00:00Z,275086.0,38.502194,-121.490795,275086.0,275086.0,0.30969533727564114,0.3046623354110508,0.24836825833047066,0.15144255300868548,2,7,0.0,0.0,1.0,0.0
2900 BLAIR RD,95726,CA,POLLOCK PINES,2,2,1284,2008-05-21T00:00:00Z,280908.0,38.75485,-120.60476,280908.0,280908.0,0.31628698461005456,0.3477192806318761,0.22054276880796972,-0.038339206607504256,2,8,0.0,0.0,1.0,0.0
2064 EXPEDITION WAY,95832,CA,SACRAMENTO,4,3,3009,2008-05-21T00:00:00Z,280987.0,38.474099,-121.490711,280987.0,280987.0,0.31637642812421096,0.3483035298026842,0.516832703538303,1.982485085601924,2,8,0.0,0.0,1.0,0.0
2912 NORCADE CIR,95826,CA,SACRAMENTO,8,4,3612,2008-05-21T00:00:00Z,282400.0,38.559505,-121.364839,282400.0,282400.0,0.3179762216115909,0.35875345484511395,0.6204053589831673,2.688894968617741,2,8,0.0,1.0,0.0,0.0
9507 SEA CLIFF WAY,95758,CA,ELK GROVE,4,2,2056,2008-05-21T00:00:00Z,285000.0,38.410992,-121.479043,285000.0,285000.0,0.32091993220408066,0.3779819085679145,0.35314324974235656,0.8660528824276714,2,8,0.0,0.0,1.0,0.0
8882 AUTUMN GOLD CT,95624,CA,ELK GROVE,4,2,1993,2008-05-21T00:00:00Z,287417.0,38.4439,-121.37255,287417.0,287417.0,0.3236564508587144,0.3958569749709952,0.3423222260391618,0.7922488647991532,2,8,0.0,0.0,1.0,0.0
5322 WHITE LOTUS WAY,95757,CA,ELK GROVE,3,2,1857,2008-05-21T00:00:00Z,291000.0,38.391538,-121.442596,291000.0,291000.0,0.32771311049444146,0.4223552633128393,0.3189625558227413,0.6329259061090187,2,8,0.0,0.0,1.0,0.0
1838 CASTRO WAY,95818,CA,SACRAMENTO,2,1,1126,2008-05-21T00:00:00Z,292024.0,38.556098,-121.490787,292024.0,292024.0,0.3288724795893297,0.4299283158559731,0.19340432840948127,-0.2234349968504548,2,8,0.0,0.0,1.0,0.0
10158 CRAWFORD WAY,95827,CA,SACRAMENTO,4,4,2213,2008-05-21T00:00:00Z,297000.0,38.5703,-121.315735,297000.0,297000.0,0.3345062887848023,0.466728618057764,0.3801099278598421,1.0499771803273121,2,8,0.0,1.0,0.0,0.0
7731 MASTERS ST,95758,CA,ELK GROVE,5,3,2494,2008-05-21T00:00:00Z,297000.0,38.442031,-121.410873,297000.0,297000.0,0.3345062887848023,0.466728618057764,0.4283751288217108,1.3791665287973696,2,8,0.0,0.0,1.0,0.0
4925 PERCHERON DR,95757,CA,ELK GROVE,3,2,1843,2008-05-21T00:00:00Z,298000.0,38.40154,-121.447649,298000.0,298000.0,0.3356384851665291,0.4741241771819181,0.31655788388869804,0.6165250133026813,2,8,0.0,0.0,1.0,0.0
2010 PROMONTORY POINT LN,95670,CA,GOLD RIVER,2,2,1520,2008-05-21T00:00:00Z,299000.0,38.62869,-121.261669,299000.0,299000.0,0.3367706815482559,0.4815197363060722,0.2610786671246994,0.2381329864136117,2,8,0.0,0.0,1.0,0.0
4727 SAVOIE WAY,95835,CA,SACRAMENTO,5,3,2800,2008-05-21T00:00:00Z,304037.0,38.658182,-121.549521,304037.0,304037.0,0.34247355472301383,0.5187711676144365,0.4809343868086568,1.7376431858501724,2,8,0.0,0.0,1.0,0.0
8664 MAGNOLIA HILL WAY,95624,CA,ELK GROVE,4,2,2309,2008-05-21T00:00:00Z,311000.0,38.442352,-121.389675,311000.0,311000.0,0.3503570381289776,0.5702664457959216,0.3965991068361388,1.162440445285054,2,8,0.0,0.0,1.0,0.0
9570 HARVEST ROSE WAY,95827,CA,SACRAMENTO,5,3,2367,2008-05-21T00:00:00Z,315537.0,38.555993,-121.340352,315537.0,315537.0,0.35549381311287204,0.6038200975422088,0.4065613191343181,1.2303870011970233,2,8,0.0,0.0,1.0,0.0
4359 CREGAN CT,95742,CA,RANCHO CORDOVA,5,4,3516,2008-05-21T00:00:00Z,320000.0,38.54512800000001,-121.224922,320000.0,320000.0,0.3605468055645188,0.6368264779133086,0.6039161800068705,2.576431703659998,2,8,0.0,0.0,1.0,0.0
5337 DUSTY ROSE WAY,95742,CA,RANCHO CORDOVA,0,0,0,2008-05-21T00:00:00Z,320000.0,38.528575,-121.2286,320000.0,320000.0,0.3605468055645188,0.6368264779133086,0.0,-1.5425353754173043,2,8,0.0,0.0,1.0,0.0
8929 SUTTERS GOLD DR,95826,CA,SACRAMENTO,4,3,1914,2008-05-21T00:00:00Z,328360.0,38.550848,-121.370224,328360.0,328360.0,0.3700119673157549,0.698653352191237,0.3287530058399176,0.699700969677678,2,8,0.0,0.0,1.0,0.0
8025 PEERLESS AVE,95662,CA,ORANGEVALE,2,1,1690,2008-05-21T00:00:00Z,334150.0,38.71147,-121.216214,334150.0,334150.0,0.37656738436595305,0.7414736395200894,0.29027825489522496,0.4372866847762799,2,9,0.0,0.0,1.0,0.0
4620 WELERA WAY,95757,CA,ELK GROVE,3,3,2725,2008-05-21T00:00:00Z,335750.0,38.398609,-121.450148,335750.0,335750.0,0.3783788985767159,0.7533065341187359,0.4680522157334249,1.6497812601019364,2,9,0.0,0.0,1.0,0.0
9723 TERRAPIN CT,95757,CA,ELK GROVE,4,3,2354,2008-05-21T00:00:00Z,335750.0,38.403492,-121.430224,335750.0,335750.0,0.3783788985767159,0.7533065341187359,0.4043284094812779,1.2151576007339957,2,9,0.0,0.0,1.0,0.0
2115 SMOKESTACK WAY,95833,CA,SACRAMENTO,0,0,0,2008-05-21T00:00:00Z,339500.0,38.602416,-121.542965,339500.0,339500.0,0.3826246350081913,0.7810398808343139,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
100 REBECCA WAY,95630,CA,FOLSOM,3,2,2185,2008-05-21T00:00:00Z,344250.0,38.68479,-121.149199,344250.0,344250.0,0.38800256782139375,0.8161687866740459,0.3753005839917554,1.0171753947146374,2,9,0.0,0.0,1.0,0.0
9488 OAK VILLAGE WAY,95758,CA,ELK GROVE,4,2,1801,2008-05-21T00:00:00Z,346210.0,38.41333,-121.404999,346210.0,346210.0,0.3902216727295783,0.830664082557388,0.30934386808656816,0.5673223348836691,2,9,0.0,0.0,1.0,0.0
8495 DARTFORD DR,95823,CA,SACRAMENTO,3,3,1961,2008-05-21T00:00:00Z,347029.0,38.448507,-121.421346,347029.0,347029.0,0.39114894156621255,0.8367210454800702,0.3368258330470629,0.7547611098132392,2,9,0.0,0.0,1.0,0.0
6708 PONTA DO SOL WAY,95757,CA,ELK GROVE,4,2,3134,2008-05-21T00:00:00Z,347650.0,38.380635,-121.425538,347650.0,347650.0,0.3918520355192649,0.8413136876961699,0.5383029886636894,2.1289216285156503,2,9,0.0,0.0,1.0,0.0
4143 SEA MEADOW WAY,95823,CA,SACRAMENTO,4,3,1915,2008-05-21T00:00:00Z,351300.0,38.46534000000001,-121.457519,351300.0,351300.0,0.3959845523125677,0.8683074784993324,0.32892476812092064,0.7008724620209879,2,9,0.0,0.0,1.0,0.0
3020 RICHARDSON CIR,95762,CA,EL DORADO HILLS,3,2,0,2008-05-21T00:00:00Z,352000.0,38.691299,-121.081752,352000.0,352000.0,0.3967770897797765,0.8734843698862402,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
8082 LINDA ISLE LN,95831,CA,SACRAMENTO,0,0,0,2008-05-21T00:00:00Z,370000.0,38.4772,-121.5215,370000.0,370000.0,0.41715662465085895,1.0066044341210143,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
15300 MURIETA SOUTH PKWY,95683,CA,RANCHO MURIETA,4,3,2734,2008-05-21T00:00:00Z,370500.0,38.4874,-121.075129,370500.0,370500.0,0.4177227228417224,1.0103022136830917,0.4695980762624528,1.6603246911917249,3,9,0.0,0.0,1.0,0.0
11215 SHARRMONT CT,95693,CA,WILTON,3,2,2110,2008-05-21T00:00:00Z,372000.0,38.35062,-121.228349,372000.0,372000.0,0.4194210174143125,1.0213955523693226,0.3624184129165236,0.9293134689664012,3,9,0.0,0.0,1.0,0.0
7105 DANBERG WAY,95757,CA,ELK GROVE,5,3,3164,2008-05-21T00:00:00Z,375000.0,38.4019,-121.420388,375000.0,375000.0,0.42281760655949296,1.0435822297417852,0.5434558570937822,2.1640663988149442,3,9,0.0,0.0,1.0,0.0
5579 JERRY LITELL WAY,95835,CA,SACRAMENTO,5,3,3599,2008-05-21T00:00:00Z,381300.0,38.677126,-121.500519,381300.0,381300.0,0.4299504437643718,1.090174252223956,0.618172449330127,2.673665568154713,3,9,0.0,0.0,1.0,0.0
1050 FOXHALL WAY,95831,CA,SACRAMENTO,4,2,2054,2008-05-21T00:00:00Z,381942.0,38.509819,-121.519661,381942.0,381942.0,0.4306773138414404,1.0949222011816628,0.3527997251803504,0.8637098977410518,3,9,0.0,0.0,1.0,0.0
7837 ABBINGTON WAY,95843,CA,ANTELOPE,4,2,1830,2008-05-21T00:00:00Z,387731.0,38.709873,-121.339472,387731.0,387731.0,0.4372315986952569,1.137735092951391,0.31432497423565786,0.6012956128396537,3,9,0.0,0.0,1.0,0.0
1300 F ST,95814,CA,SACRAMENTO,3,3,1627,2008-05-21T00:00:00Z,391000.0,38.58355,-121.487289,391000.0,391000.0,0.4409327486671218,1.1619111757282508,0.27945723119203025,0.3634826671477616,3,9,0.0,0.0,1.0,0.0
6801 RAWLEY WAY,95757,CA,ELK GROVE,4,3,3440,2008-05-21T00:00:00Z,394470.0,38.408351,-121.423925,394470.0,394470.0,0.4448614701117137,1.1875737658890655,0.5908622466506355,2.4873982855684527,3,9,0.0,0.0,1.0,0.0
1693 SHELTER COVE DR,95635,CA,GREENWOOD,3,2,2846,2008-05-21T00:00:00Z,395000.0,38.945357,-120.908822,395000.0,395000.0,0.44546153419402895,1.1914934122248673,0.488835451734799,1.7915318336424235,3,9,0.0,0.0,1.0,0.0
9361 WADDELL LN,95624,CA,ELK GROVE,4,3,2359,2008-05-21T00:00:00Z,400186.0,38.450829,-121.349928,400186.0,400186.0,0.4513331046296642,1.2298467818427303,0.4051872208862934,1.221015062450545,3,9,0.0,0.0,1.0,0.0
10 SEA FOAM CT,95831,CA,SACRAMENTO,3,3,2052,2008-05-21T00:00:00Z,415000.0,38.487885,-121.545947,415000.0,415000.0,0.4681054618285651,1.3394045947079494,0.3524562006183442,0.8613669130544322,3,10,0.0,0.0,1.0,0.0
6945 RIO TEJO WAY,95757,CA,ELK GROVE,5,3,3433,2008-05-21T00:00:00Z,425000.0,38.385638,-121.422616,425000.0,425000.0,0.4794274256458331,1.4133601859494906,0.5896599106836139,2.479197839165284,3,10,0.0,0.0,1.0,0.0
4186 TULIP PARK WAY,95742,CA,RANCHO CORDOVA,5,3,3615,2008-05-21T00:00:00Z,430000.0,38.550617,-121.23526,430000.0,430000.0,0.4850884075544672,1.450337981570261,0.6209206458261766,2.69240944564767,3,10,0.0,0.0,1.0,0.0
9278 DAIRY CT,95624,CA,ELK GROVE,0,0,0,2008-05-21T00:00:00Z,445000.0,38.420338,-121.363757,445000.0,445000.0,0.5020713532803692,1.5612713684325734,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
207 ORANGE BLOSSOM CIR Unit C,95630,CA,FOLSOM,5,3,2687,2008-05-21T00:00:00Z,460000.0,38.646273,-121.175322,460000.0,460000.0,0.5190542990062712,1.6722047552948849,0.4615252490553074,1.6052645510561636,3,10,0.0,0.0,1.0,0.0
6507 RIO DE ONAR WAY,95757,CA,ELK GROVE,4,3,2724,2008-05-21T00:00:00Z,461000.0,38.38253,-121.428007,461000.0,461000.0,0.520186495387998,1.6796003144190388,0.4678804534524218,1.6486097677586269,3,10,0.0,0.0,1.0,0.0
7004 RAWLEY WAY,95757,CA,ELK GROVE,4,3,3440,2008-05-21T00:00:00Z,489332.0,38.406421,-121.422081,489332.0,489332.0,0.5522638832750818,1.8891312955245727,0.5908622466506355,2.4873982855684527,3,10,0.0,0.0,1.0,0.0
6503 RIO DE ONAR WAY,95757,CA,ELK GROVE,5,4,3508,2008-05-21T00:00:00Z,510000.0,38.38253,-121.428038,510000.0,510000.0,0.5756641180926114,2.04198271150259,0.6025420817588457,2.56705976491352,3,10,0.0,0.0,1.0,0.0
2217 APPALOOSA CT,95630,CA,FOLSOM,4,2,2462,2008-05-21T00:00:00Z,539000.0,38.655167,-121.090178,539000.0,539000.0,0.6084978131626887,2.25645392610306,0.42287873582961183,1.3416787738114555,4,10,0.0,0.0,1.0,0.0
868 HILDEBRAND CIR,95630,CA,FOLSOM,0,0,0,2008-05-21T00:00:00Z,,38.670947,-121.097727,404332.6875,432000.0,0.4560279692133161,1.2605138544183712,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
6030 PALERMO WAY,95762,CA,EL DORADO HILLS,4,3,0,2008-05-21T00:00:00Z,,38.672761,-121.050378,498677.6842105264,471000.0,0.562845033123001,1.9582478556591945,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
4070 REDONDO DR,95762,CA,EL DORADO HILLS,4,3,0,2008-05-21T00:00:00Z,606238.0,38.666807,-121.06483,606238.0,606238.0,0.6846244334772355,2.753716530492934,0.0,-1.5425353754173043,4,10,0.0,0.0,1.0,0.0
4004 CRESTA WAY,95864,CA,SACRAMENTO,3,3,2325,2008-05-21T00:00:00Z,,38.591618,-121.370626,354333.33333333326,315000.0,0.3994188813371389,0.890740674509266,0.39934730333218826,1.1811843227780112,2,9,0.0,0.0,1.0,0.0
315 JUMEL CT,95762,CA,EL DORADO HILLS,6,5,0,2008-05-21T00:00:00Z,830000.0,38.669931,-121.05958,830000.0,830000.0,0.9379669602451884,4.408561631231907,0.0,-1.5425353754173043,5,10,0.0,0.0,1.0,0.0
6272 LONGFORD DR Unit 1,95621,CA,CITRUS HEIGHTS,2,1,795,2008-05-20T00:00:00Z,69000.0,38.680923,-121.313945,69000.0,69000.0,0.07636551375109116,-1.219458862249374,0.13655101339745793,-0.6111989624860028,1,1,1.0,0.0,0.0,0.0
3432 Y ST,95817,CA,SACRAMENTO,4,2,1099,2008-05-20T00:00:00Z,70000.0,38.554967,-121.468046,70000.0,70000.0,0.07749771013281796,-1.21206330312522,0.1887667468223978,-0.25506529011981965,1,1,0.0,0.0,1.0,0.0
9512 EMERALD PARK DR Unit 3,95624,CA,ELK GROVE,2,1,840,2008-05-20T00:00:00Z,71000.0,38.40573,-121.369832,71000.0,71000.0,0.07862990651454478,-1.2046677440010658,0.14428031604259706,-0.5584818070370613,1,1,1.0,0.0,0.0,0.0
3132 CLAY ST,95815,CA,SACRAMENTO,2,1,800,2008-05-20T00:00:00Z,78000.0,38.624678,-121.439203,78000.0,78000.0,0.08655528118663239,-1.1528988301319871,0.13740982480247338,-0.6053415007694538,1,1,0.0,0.0,1.0,0.0
5221 38TH AVE,95824,CA,SACRAMENTO,2,1,746,2008-05-20T00:00:00Z,78400.0,38.518044,-121.443555,78400.0,78400.0,0.0870081597393231,-1.1499406064823254,0.12813466162830642,-0.6686020873081837,1,1,0.0,0.0,1.0,0.0
6112 HERMOSA ST,95822,CA,SACRAMENTO,3,1,1067,2008-05-20T00:00:00Z,,38.515125,-121.480416,166036.38095238095,145000.0,0.18622975316124046,-0.5018205697220987,0.18327035383029885,-0.2925530451057337,1,4,0.0,0.0,1.0,0.0
483 ARCADE BLVD,95815,CA,SACRAMENTO,4,2,1316,2008-05-20T00:00:00Z,89000.0,38.62357100000001,-121.454884,89000.0,89000.0,0.0990094413856272,-1.0715476797662915,0.2260391618000687,-0.0008514516215902378,1,1,0.0,0.0,1.0,0.0
671 SONOMA AVE,95815,CA,SACRAMENTO,3,1,1337,2008-05-20T00:00:00Z,90000.0,38.622953,-121.450142,90000.0,90000.0,0.10014163776735402,-1.0641521206421376,0.2296461697011337,0.023749887587915842,1,2,0.0,0.0,1.0,0.0
5980 79TH ST,95824,CA,SACRAMENTO,2,1,868,2008-05-20T00:00:00Z,90000.0,38.518373,-121.411779,90000.0,90000.0,0.10014163776735402,-1.0641521206421376,0.14908965991068365,-0.5256800214243865,1,2,0.0,0.0,1.0,0.0
7607 ELDER CREEK RD,95824,CA,SACRAMENTO,3,1,924,2008-05-20T00:00:00Z,92000.0,38.51055,-121.414768,92000.0,92000.0,0.10240603053080764,-1.0493610023938291,0.15870834764685676,-0.460076450199037,1,2,0.0,0.0,1.0,0.0
5028 14TH AVE,95820,CA,SACRAMENTO,2,1,610,2008-05-20T00:00:00Z,93675.0,38.53942,-121.446894,93675.0,93675.0,0.10430245947020003,-1.0369734408608713,0.10477499141188597,-0.8279250459983183,1,2,0.0,0.0,1.0,0.0
14788 NATCHEZ CT,95683,CA,RANCHO MURIETA,0,0,0,2008-05-20T00:00:00Z,97750.0,38.492287,-121.100032,97750.0,97750.0,0.10891615972573676,-1.0068365374299433,0.0,-1.5425353754173043,1,2,0.0,0.0,1.0,0.0
1069 ACACIA AVE,95815,CA,SACRAMENTO,2,1,1220,2008-05-20T00:00:00Z,98000.0,38.621998,-121.442238,98000.0,98000.0,0.10919920882116843,-1.0049876476489048,0.2095499828237719,-0.1133147165793323,1,2,0.0,0.0,1.0,0.0
5201 LAGUNA OAKS DR Unit 199,95758,CA,ELK GROVE,1,1,722,2008-05-20T00:00:00Z,98000.0,38.423251,-121.444489,98000.0,98000.0,0.10919920882116843,-1.0049876476489048,0.12401236688423226,-0.6967179035476192,1,2,1.0,0.0,0.0,0.0
3847 LAS PASAS WAY,95864,CA,SACRAMENTO,3,1,1643,2008-05-20T00:00:00Z,,38.588672,-121.373916,354333.33333333326,315000.0,0.3994188813371389,0.890740674509266,0.2822054276880797,0.38222654464071865,2,9,0.0,0.0,1.0,0.0
5201 LAGUNA OAKS DR Unit 172,95758,CA,ELK GROVE,1,1,722,2008-05-20T00:00:00Z,100000.0,38.423251,-121.444489,100000.0,100000.0,0.11146360158462204,-0.9901965294005964,0.12401236688423226,-0.6967179035476192,1,2,1.0,0.0,0.0,0.0
1121 CREEKSIDE WAY,95632,CA,GALT,3,1,1080,2008-05-20T00:00:00Z,106716.0,38.241514,-121.312199,106716.0,106716.0,0.11906743248429927,-0.9405279543227776,0.18550326348333904,-0.2773236446427061,1,2,0.0,0.0,1.0,0.0
5307 CABRILLO WAY,95820,CA,SACRAMENTO,3,1,1039,2008-05-20T00:00:00Z,111000.0,38.52712,-121.435348,111000.0,111000.0,0.1239177617836169,-0.9088453790349011,0.17846100996221229,-0.3253548307184085,1,2,0.0,0.0,1.0,0.0
3725 DON JULIO BLVD,95660,CA,NORTH HIGHLANDS,3,1,1051,2008-05-20T00:00:00Z,111000.0,38.67895,-121.379406,111000.0,111000.0,0.1239177617836169,-0.9088453790349011,0.1805221573342494,-0.3112969225986907,1,2,0.0,0.0,1.0,0.0
4803 MCCLOUD DR,95842,CA,SACRAMENTO,2,2,967,2008-05-20T00:00:00Z,114800.0,38.682279,-121.352817,114800.0,114800.0,0.12822010803417874,-0.8807422543631156,0.1660941257299897,-0.409702279436715,1,2,0.0,0.0,1.0,0.0
10542 SILVERWOOD WAY,95670,CA,RANCHO CORDOVA,3,1,1098,2008-05-20T00:00:00Z,120108.0,38.587156,-121.295778,120108.0,120108.0,0.1342298064283846,-0.8414866265321056,0.1885949845413947,-0.2562367824631295,1,2,0.0,0.0,1.0,0.0
6318 39TH AVE,95824,CA,SACRAMENTO,3,1,1050,2008-05-20T00:00:00Z,123225.0,38.518942,-121.430158,123225.0,123225.0,0.13775886255022707,-0.8184346687421171,0.18035039505324632,-0.3124684149420005,1,2,0.0,0.0,1.0,0.0
211 MCDANIEL CIR,95838,CA,SACRAMENTO,3,2,1110,2008-05-20T00:00:00Z,123750.0,38.636565,-121.460383,123750.0,123750.0,0.13835326565063366,-0.8145520002019363,0.1906561319134318,-0.2421788743434117,1,2,0.0,0.0,1.0,0.0
3800 LYNHURST WAY,95660,CA,NORTH HIGHLANDS,3,1,888,2008-05-20T00:00:00Z,125000.0,38.650445,-121.374861,125000.0,125000.0,0.13976851112779215,-0.8053075512967436,0.15252490553074546,-0.5022501745581902,1,2,0.0,0.0,1.0,0.0
6139 HERMOSA ST,95822,CA,SACRAMENTO,3,2,1120,2008-05-20T00:00:00Z,125000.0,38.514665,-121.480411,125000.0,125000.0,0.13976851112779215,-0.8053075512967436,0.19237375472346271,-0.2304639509103136,1,2,0.0,0.0,1.0,0.0
2505 RHINE WAY,95626,CA,ELVERTA,3,2,1080,2008-05-20T00:00:00Z,126000.0,38.717976,-121.407684,126000.0,126000.0,0.14090070750951894,-0.7979119921725895,0.18550326348333904,-0.2773236446427061,1,2,0.0,0.0,1.0,0.0
3692 PAYNE WAY,95660,CA,NORTH HIGHLANDS,3,1,957,2008-05-20T00:00:00Z,129000.0,38.66654000000001,-121.378298,129000.0,129000.0,0.14429729665469934,-0.7757253148001272,0.16437650291995878,-0.4214172028698132,1,2,0.0,0.0,1.0,0.0
604 MORRISON AVE,95838,CA,SACRAMENTO,2,1,952,2008-05-20T00:00:00Z,134000.0,38.637678,-121.452476,134000.0,134000.0,0.14995827856333338,-0.7387475191793565,0.16351769151494333,-0.4272746645863622,1,3,0.0,0.0,1.0,0.0
648 SANTA ANA AVE,95838,CA,SACRAMENTO,3,2,1211,2008-05-20T00:00:00Z,135000.0,38.658478,-121.450409,135000.0,135000.0,0.15109047494506014,-0.7313519600552025,0.20800412229474408,-0.1238581476691206,1,3,0.0,0.0,1.0,0.0
14 ASHLEY OAKS CT,95815,CA,SACRAMENTO,3,2,1264,2008-05-20T00:00:00Z,135500.0,38.61779,-121.436765,135500.0,135500.0,0.15165657313592354,-0.7276541804931255,0.217107523187908,-0.06176905347370053,1,3,0.0,0.0,1.0,0.0
3174 NORTHVIEW DR,95833,CA,SACRAMENTO,3,1,1080,2008-05-20T00:00:00Z,140000.0,38.623817,-121.477827,140000.0,140000.0,0.15675145685369418,-0.6943741644344319,0.18550326348333904,-0.2773236446427061,1,3,0.0,0.0,1.0,0.0
840 TRANQUIL LN,95632,CA,GALT,3,2,1266,2008-05-20T00:00:00Z,140000.0,38.270617,-121.299205,140000.0,140000.0,0.15675145685369418,-0.6943741644344319,0.2174510477499141,-0.059426068787080885,1,3,0.0,0.0,1.0,0.0
5333 PRIMROSE DR Unit 19A,95628,CA,FAIR OAKS,2,2,994,2008-05-20T00:00:00Z,142500.0,38.662785,-121.276272,142500.0,142500.0,0.1595819478080112,-0.6758852666240466,0.17073170731707318,-0.3780719861673501,1,3,1.0,0.0,0.0,0.0
1035 MILLET WAY,95834,CA,SACRAMENTO,3,2,1202,2008-05-20T00:00:00Z,143500.0,38.631056,-121.48508,143500.0,143500.0,0.160714144189738,-0.6684897074998926,0.20645826176571624,-0.13440157875890893,1,3,0.0,0.0,1.0,0.0
5201 LAGUNA OAKS DR Unit 126,95758,CA,ELK GROVE,0,0,0,2008-05-20T00:00:00Z,145000.0,38.423251,-121.444489,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.0,-1.5425353754173043,1,3,1.0,0.0,0.0,0.0
3328 22ND AVE,95820,CA,SACRAMENTO,2,1,722,2008-05-20T00:00:00Z,145000.0,38.532727,-121.470783,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.12401236688423226,-0.6967179035476192,1,3,0.0,0.0,1.0,0.0
8001 HARTWICK WAY,95828,CA,SACRAMENTO,4,2,1448,2008-05-20T00:00:00Z,145000.0,38.488623,-121.410582,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.2487117828924768,0.1537855376953051,1,3,0.0,0.0,1.0,0.0
7812 HARTWICK WAY,95828,CA,SACRAMENTO,3,2,1188,2008-05-20T00:00:00Z,145000.0,38.488611,-121.412808,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.20405358983167296,-0.15080247156524632,1,3,0.0,0.0,1.0,0.0
4207 PAINTER WAY,95660,CA,NORTH HIGHLANDS,4,2,1183,2008-05-20T00:00:00Z,146000.0,38.692915,-121.367497,146000.0,146000.0,0.163544635144055,-0.6500008096895072,0.2031947784266575,-0.15665993328179534,1,3,0.0,0.0,1.0,0.0
7458 WINKLEY WAY,95822,CA,SACRAMENTO,3,1,1320,2008-05-20T00:00:00Z,148500.0,38.487444,-121.491366,148500.0,148500.0,0.16637512609837202,-0.6315119118791219,0.2267262109240811,0.0038345177516490147,1,3,0.0,0.0,1.0,0.0
8354 SUNRISE WOODS WAY,95828,CA,SACRAMENTO,3,2,1117,2008-05-20T00:00:00Z,149000.0,38.473288,-121.3963,149000.0,149000.0,0.1669412242892354,-0.6278141323170449,0.19185846788045344,-0.23397842794024304,1,3,0.0,0.0,1.0,0.0
8116 COTTONMILL CIR,95828,CA,SACRAMENTO,3,2,1364,2008-05-20T00:00:00Z,150000.0,38.482876,-121.405912,150000.0,150000.0,0.16807342067096226,-0.6204185731928907,0.2342837512882171,0.05538018085728079,1,3,0.0,0.0,1.0,0.0
4660 CEDARWOOD WAY,95823,CA,SACRAMENTO,4,2,1310,2008-05-20T00:00:00Z,,38.484834,-121.449316,175721.1379310345,170500.0,0.1971947999703755,-0.4301963768834022,0.2250085881140501,-0.007880405681449116,1,4,0.0,0.0,1.0,0.0
9254 HARROGATE WAY,95758,CA,ELK GROVE,2,2,1006,2008-05-20T00:00:00Z,152000.0,38.420138,-121.412179,152000.0,152000.0,0.1703378134344158,-0.6056274549445826,0.17279285468911024,-0.3640140780476323,1,3,0.0,0.0,1.0,0.0
6716 TAREYTON WAY,95621,CA,CITRUS HEIGHTS,3,2,1104,2008-05-20T00:00:00Z,156000.0,38.693724,-121.307169,156000.0,156000.0,0.17486659896132306,-0.5760452184479661,0.18962555822741325,-0.2492078284032706,1,3,0.0,0.0,1.0,0.0
2028 ROBERT WAY,95825,CA,SACRAMENTO,2,1,810,2008-05-20T00:00:00Z,156000.0,38.609982,-121.419263,156000.0,156000.0,0.17486659896132306,-0.5760452184479661,0.13912744761250428,-0.5936265773363557,1,3,0.0,0.0,1.0,0.0
9346 AIZENBERG CIR,95624,CA,ELK GROVE,2,2,1123,2008-05-20T00:00:00Z,156000.0,38.41875,-121.370019,156000.0,156000.0,0.17486659896132306,-0.5760452184479661,0.192889041566472,-0.2269494738803841,1,3,0.0,0.0,1.0,0.0
4524 LOCH HAVEN WAY,95842,CA,SACRAMENTO,2,1,904,2008-05-20T00:00:00Z,157788.0,38.67273,-121.359645,157788.0,157788.0,0.17689096609185054,-0.5628219587339786,0.15527310202679492,-0.4835062970652333,1,3,0.0,0.0,1.0,0.0
7140 BLUE SPRINGS WAY,95621,CA,CITRUS HEIGHTS,3,2,1156,2008-05-20T00:00:00Z,161653.0,38.72065300000001,-121.302241,161653.0,161653.0,0.18126690510722465,-0.5342381227191229,0.19855719683957404,-0.18829022655116034,1,3,0.0,0.0,1.0,0.0
4631 11TH AVE,95820,CA,SACRAMENTO,2,1,1321,2008-05-20T00:00:00Z,161829.0,38.54196500000001,-121.452132,161829.0,161829.0,0.18146617167040852,-0.5329365043132718,0.2268979732050841,0.005006010094958828,1,3,0.0,0.0,1.0,0.0
